salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
61547,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-017902,17902,,8,12321,12321,1,1933.0,319668Vi10070,,1714.97,137.1976,42.8743,1895.0419,,eaee8443-0ba2-4bcc-b539-834a271ebdb9,2013-12-12
61548,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-012386,12386,,8,11984,11984,1,9240.0,120359Vi47644,,2375.95,190.076,59.3988,2625.4248,,3fa07082-9708-43ac-b20b-79862f191004,2013-12-12
61549,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-013562,13562,,10,12941,12941,1,15103.0,820361Vi78135,10484.0,2319.99,185.5992,57.9998,2563.589,,819ff837-09fa-450e-8367-1402411f5ab3,2013-12-12
61550,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-015097,15097,,10,29811,29811,1,,,10484.0,2337.27,186.9816,58.4318,2582.6834,,17778e2f-b135-4977-8395-b02fdb7c4a85,2013-12-12
61551,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-011890,11890,,4,28002,28002,1,1966.0,820487Vi10257,,59.48,4.7584,1.487,65.7254,,8746002e-3e8a-4f22-9152-624c8bdad362,2013-12-12
61552,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-011505,11505,,6,28954,28954,1,10017.0,820901Vi51581,10481.0,88.97,7.1176,2.2243,98.3119,,0527dc87-a84c-48aa-acbe-86d0a945198a,2013-12-12
61553,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-012068,12068,,4,12297,12297,1,18043.0,1020958Vi93656,,58.98,4.7184,1.4745,65.1729,,128684b8-cd58-41b5-ae1f-edba87babba2,2013-12-12
61554,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-028225,28225,,4,15174,15174,1,9391.0,521038Vi48382,,60.47,4.8376,1.5118,66.8194,,bedf5a4a-9d62-4dec-9c61-5cc0a167784c,2013-12-12
61555,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-011330,11330,,6,27048,27048,1,10261.0,121622Vi52965,10481.0,32.27,2.5816,0.8068,35.6584,,225bfb8d-0865-4fc4-8c6d-a3eb4424a067,2013-12-12
61556,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-023796,23796,,4,13143,13143,1,12094.0,622389Vi62532,,36.59,2.9272,0.9148,40.432,,927ef6d8-422c-4640-a7b4-052bb9c4029f,2013-12-12
61557,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-024285,24285,,1,23847,23847,1,2469.0,1222448Vi12862,,32.6,2.608,0.815,36.023,,1614cae7-bcae-4f07-9ca0-97f42c4220c0,2013-12-12
61558,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-012165,12165,,6,14588,14588,1,14543.0,1022638Vi75421,10481.0,37.27,2.9816,0.9318,41.1834,,dc22c99e-f414-44b7-aa6d-c5e7d92a8596,2013-12-12
61559,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-019224,19224,,6,12133,12133,1,810.0,423018Vi4093,10481.0,96.07,7.6856,2.4018,106.1574,,f71bf5c2-d6b0-4312-acdd-897d629b5ad6,2013-12-12
61560,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-016213,16213,,6,18682,18682,1,16294.0,423318Vi84243,10481.0,49.97,3.9976,1.2493,55.2169,,9f3b2f8e-a488-4165-87cb-9f07aa8fb748,2013-12-12
61561,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-018380,18380,,1,29701,29701,1,,,,12.94,1.0352,0.3235,14.2987,,e263d9ed-16bb-4128-b08c-c365c1c69d7a,2013-12-12
61562,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-018944,18944,,6,13650,13650,1,903.0,125940Vi4582,10481.0,56.97,4.5576,1.4243,62.9519,,38e51b44-c6f4-4703-9d67-57e6ccbcc1d9,2013-12-12
61563,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-016049,16049,,8,16824,16824,1,5330.0,826323Vi27875,,39.98,3.1984,0.9995,44.1779,,77cc7cbf-0dc8-4b14-b455-864a28d89444,2013-12-12
61564,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-015680,15680,,8,17659,17659,1,15291.0,526354Vi79068,,4.99,0.3992,0.1248,5.514,,0110d549-35b1-40e1-872a-710a6f26cf72,2013-12-12
61565,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-014543,14543,,8,11658,11658,1,1494.0,126591Vi7703,,42.28,3.3824,1.057,46.7194,,78d76e0f-d4ce-4d5e-94f1-a0eca8b39e89,2013-12-12
61566,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-015711,15711,,10,27150,27150,1,4161.0,926790Vi21845,10484.0,71.58,5.7264,1.7895,79.0959,,6b4a0f4b-cd74-4faf-acc5-3cbf64b835e0,2013-12-12
61567,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-016266,16266,,7,21017,21017,1,9368.0,726854Vi48298,,63.97,5.1176,1.5993,70.6869,,f6bc5893-e2ea-48b9-96fd-3f1863c158fa,2013-12-12
61568,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-017951,17951,,10,16903,16903,1,8455.0,527006Vi43756,10484.0,27.28,2.1824,0.682,30.1444,,7c581481-4af1-449d-afd2-b5bb17a13e84,2013-12-12
61569,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-017711,17711,,7,29680,29680,1,,,,69.97,5.5976,1.7493,77.3169,,7d32fc75-9431-4c88-b83c-b387c53860ea,2013-12-12
61570,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-017809,17809,,7,21712,21712,1,4057.0,1027383Vi21339,,205.26,16.4208,5.1315,226.8123,,3911ce57-228f-4783-9ca6-81a79b52a811,2013-12-12
61571,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-019373,19373,,8,18881,18881,1,9671.0,427442Vi49834,,89.97,7.1976,2.2493,99.4169,,0d43088c-cb8b-46fc-a548-87b4fb941e41,2013-12-12
61572,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-012134,12134,,10,23782,23782,1,5367.0,727748Vi28106,10484.0,34.47,2.7576,0.8618,38.0894,,f268176c-672d-41b5-a1cb-e6cbbc89c027,2013-12-12
61573,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-016294,16294,,10,15576,15576,1,2955.0,527897Vi15449,10484.0,13.98,1.1184,0.3495,15.4479,,f4017584-d708-4b54-9ef5-5996771b3802,2013-12-12
61574,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-029439,29439,,10,11420,11420,1,18171.0,628604Vi94218,10484.0,23.78,1.9024,0.5945,26.2769,,f3489afb-f554-443d-9a89-d1801b07fecd,2013-12-12
61575,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-017371,17371,,6,18167,18167,1,7867.0,829878Vi40713,10481.0,71.97,5.7576,1.7993,79.5269,,55890e14-790e-455b-9996-970add65e9d3,2013-12-12
61576,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-012978,12978,,4,17414,17414,1,2787.0,729922Vi14510,,50.23,4.0184,1.2558,55.5042,,bee31e3d-bed8-4ea1-ac0d-a82eca1beb82,2013-12-12
61577,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-012788,12788,,4,18936,18936,1,15135.0,1130027Vi78290,,56.97,4.5576,1.4243,62.9519,,36ca66ca-ea2f-4407-8be9-9e92cfbec46b,2013-12-12
61578,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-011563,11563,,10,12850,12850,1,2865.0,1230179Vi14918,10484.0,53.99,4.3192,1.3498,59.659,,26f9496f-e174-4ae0-8b9b-d37eb2efe730,2013-12-12
61579,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-012966,12966,,4,26999,26999,1,3137.0,530433Vi16490,,106.96,8.5568,2.674,118.1908,,e5d6a8ce-7b48-4ee0-819f-064eed6cc37e,2013-12-12
61580,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-015850,15850,,6,28840,28840,1,11117.0,936891Vi57339,10481.0,2374.98,189.9984,59.3745,2624.3529,,d145b197-a8db-44a1-90cb-e0920a45223e,2013-12-12
61581,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-014434,14434,,4,19149,19149,1,3735.0,937249Vi19701,,2395.96,191.6768,59.899,2647.5358,,a7f1b1f0-d8ed-4127-99c8-ebbd24514195,2013-12-12
61582,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-015048,15048,,10,12718,12718,1,13874.0,637862Vi71914,10484.0,777.34,62.1872,19.4335,858.9607,,0c6619ee-47e4-4562-9aa0-e8112683f260,2013-12-12
61583,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-014192,14192,,7,29211,29211,1,,,,2413.06,193.0448,60.3265,2666.4313,,d5cb59a0-b350-45d7-a732-68e51b2e6af3,2013-12-12
61584,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-025215,25215,,9,19444,19444,1,18066.0,238901Vi93738,10479.0,1155.48,92.4384,28.887,1276.8054,,d42e75ae-a7a0-413b-b0e1-5037db6f1c4a,2013-12-12
61585,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-024477,24477,,9,21334,21334,1,4495.0,838942Vi23559,10479.0,1120.49,89.6392,28.0123,1238.1415,,ec7c0b23-9008-4572-be96-fe1fcaced019,2013-12-12
61586,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-017728,17728,,9,12298,12298,1,385.0,438943Vi1941,10479.0,1151.76,92.1408,28.794,1272.6948,,599b3b12-338e-428b-9e77-367e5aefbd8d,2013-12-12
61587,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-013117,13117,,9,12151,12151,1,4310.0,1139294Vi22639,10479.0,2344.26,187.5408,58.6065,2590.4073,,94cedee2-e6a8-41c9-b43a-5ff810a0fec1,2013-12-12
61588,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-013130,13130,,9,13494,13494,1,15281.0,1039610Vi79004,10479.0,2354.99,188.3992,58.8748,2602.264,,22722d9b-ab08-47fd-9156-e5f54dd009d4,2013-12-12
61589,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-029203,29203,,4,11430,11430,1,11144.0,340197Vi57483,,756.33,60.5064,18.9083,835.7447,,aca11008-8b70-4c1a-ba44-6e624a85bce0,2013-12-12
61590,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-026012,26012,,4,24075,24075,1,17229.0,340430Vi89428,,2419.06,193.5248,60.4765,2673.0613,,5a1d3b07-0951-440e-a3b4-32a8846ab756,2013-12-12
61591,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-022787,22787,,4,18559,18559,1,489.0,1040943Vi2552,,620.46,49.6368,15.5115,685.6083,,c215f1e9-2c9a-4e72-9849-1c854b66b7b6,2013-12-12
61592,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-024047,24047,,10,16178,16178,1,13713.0,342110Vi71043,10484.0,1174.48,93.9584,29.362,1297.8004,,9e72cbfd-dd0b-4fb5-846c-951699408242,2013-12-12
61593,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-027823,27823,,8,26648,26648,1,4096.0,342118Vi21509,,1164.47,93.1576,29.1118,1286.7394,,072407e0-2891-4c14-a4a0-8ac342c093ea,2013-12-12
61594,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-022480,22480,,7,27172,27172,1,2158.0,142680Vi11242,,616.95,49.356,15.4238,681.7298,,06fe4c47-e178-4cb5-bdb3-244fb3905929,2013-12-12
61595,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-026956,26956,,10,29689,29689,1,,,10484.0,607.96,48.6368,15.199,671.7958,,440ff121-7fe3-4f52-8722-71d9ac17961d,2013-12-12
61596,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-017232,17232,,9,23760,23760,1,2630.0,543258Vi13678,10479.0,769.49,61.5592,19.2373,850.2865,,1725bb7b-504b-4779-8028-c830ec7f57cd,2013-12-12
61597,8,2013-12-05,2013-12-17,2013-12-12,5,True,,10-4030-027513,27513,,9,13902,13902,1,18179.0,243519Vi94261,10479.0,563.77,45.1016,14.0943,622.9659,,5d2682ac-62c3-498e-90d8-b18797a3b8e8,2013-12-12
61598,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-027343,27343,,9,14381,14381,1,705.0,1218101Vi3614,10490.0,132.97,10.6376,3.3243,146.9319,,81e6210b-5b0f-4501-9d24-bf0b43338b94,2013-12-13
61599,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-021371,21371,,9,16273,16273,1,5497.0,1018289Vi28831,10490.0,7.28,0.5824,0.182,8.0444,,59f912b3-59e0-4509-80b4-4d773635bb8c,2013-12-13
61600,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-015233,15233,,9,16493,16493,1,18081.0,1018556Vi93804,10490.0,34.99,2.7992,0.8748,38.664,,c03648d3-1f00-4c8c-b77a-759d14edee53,2013-12-13
61601,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-017831,17831,,7,15132,15132,1,9616.0,919673Vi49555,,1749.96,139.9968,43.749,1933.7058,,9522da3d-99d7-4a12-80e6-09bf21b2e0bf,2013-12-13
61602,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-022595,22595,,7,14282,14282,1,9158.0,1019723Vi47289,,2519.93,201.5944,62.9983,2784.5227,,7c199f9a-6776-41fe-bffa-2d3c0e243ffb,2013-12-13
61603,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-013263,13263,,7,13662,13662,1,8391.0,519725Vi43459,,2451.3,196.104,61.2825,2708.6865,,a70b229f-4afd-4b63-b7cc-1aaba989c1c7,2013-12-13
61604,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-012615,12615,,10,25716,25716,1,537.0,120397Vi2776,10495.0,2341.97,187.3576,58.5493,2587.8769,,16ecb664-14bf-43a4-b4ae-fcaef1b19a88,2013-12-13
61605,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011662,11662,,1,15565,15565,1,3248.0,420638Vi17097,,62.98,5.0384,1.5745,69.5929,,88aa71cf-145f-4935-ab7b-b17149719153,2013-12-13
61606,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-026248,26248,,1,26527,26527,1,259.0,521435Vi1335,,68.97,5.5176,1.7243,76.2119,,936b8989-a50e-4c50-85d7-1c75271385ec,2013-12-13
61607,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011709,11709,,6,18453,18453,1,14024.0,621613Vi72730,10492.0,64.97,5.1976,1.6243,71.7919,,79459835-1a54-4750-9b84-87bbb39e5458,2013-12-13
61608,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-027603,27603,,4,16341,16341,1,4764.0,1021685Vi25004,,93.46,7.4768,2.3365,103.2733,,a2c7605c-2afb-4bf4-8866-2d26f2e6119c,2013-12-13
61609,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011506,11506,,6,28075,28075,1,397.0,621809Vi2010,10492.0,38.97,3.1176,0.9743,43.0619,,d59af38f-d1d8-4647-822d-97a0f7adb33c,2013-12-13
61610,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-025257,25257,,4,11918,11918,1,18388.0,921812Vi95542,,147.28,11.7824,3.682,162.7444,,54709a5c-a4a3-4cf5-a8dc-0d841443167b,2013-12-13
61611,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011300,11300,,6,22168,22168,1,7336.0,1121937Vi38061,10492.0,60.47,4.8376,1.5118,66.8194,,b07cf89c-ace1-4560-97e4-b50c1cdcca91,2013-12-13
61612,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-014725,14725,,6,24009,24009,1,11805.0,122295Vi61040,10492.0,158.88,12.7104,3.972,175.5624,,de261b67-d4a1-4eaf-87a0-ccfb2ce34ac4,2013-12-13
61613,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011185,11185,,6,21639,21639,1,5475.0,422888Vi28705,10492.0,38.88,3.1104,0.972,42.9624,,4d70c3b3-bdd7-4102-b5df-ffd84c517226,2013-12-13
61614,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011223,11223,,6,12222,12222,1,9387.0,923015Vi48369,10492.0,106.93,8.5544,2.6733,118.1577,,89069312-09ca-4c1d-a95e-f09657c07605,2013-12-13
61615,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-015197,15197,,6,14410,14410,1,3794.0,423468Vi19968,10492.0,49.97,3.9976,1.2493,55.2169,,1f59ee09-c7e5-47e3-b660-fc53e4e23dce,2013-12-13
61616,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-021270,21270,,1,27736,27736,1,15873.0,823609Vi82002,,78.48,6.2784,1.962,86.7204,,3d1a6943-40bc-4fc5-ae1b-05789f5df21e,2013-12-13
61617,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-028342,28342,,6,28291,28291,1,5204.0,324227Vi27232,10492.0,69.99,5.5992,1.7498,77.339,,e40e8187-aaa9-4423-bc15-f4671d3e0b1d,2013-12-13
61618,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-019245,19245,,4,26060,26060,1,6002.0,1024577Vi31212,,119.98,9.5984,2.9995,132.5779,,6aafec3e-6334-4c5c-9c91-fb53f719cfff,2013-12-13
61619,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-022354,22354,,6,19585,19585,1,308.0,1024838Vi1568,10492.0,39.98,3.1984,0.9995,44.1779,,921a717c-e0a5-49cf-8fdc-aba9d260e5dc,2013-12-13
61620,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-014743,14743,,1,25089,25089,1,2973.0,1025741Vi15571,,64.47,5.1576,1.6118,71.2394,,59e42ec6-1d05-4c17-a9a0-fb2a111b6957,2013-12-13
61621,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-014369,14369,,1,24348,24348,1,4608.0,825886Vi24187,,46.47,3.7176,1.1618,51.3494,,5d195bd5-6508-4587-abd7-86a3a4accf3b,2013-12-13
61622,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-013864,13864,,4,22805,22805,1,63.0,826131Vi304,,21.98,1.7584,0.5495,24.2879,,5df0bf44-068e-4dac-9874-38d5bf96da13,2013-12-13
61623,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-014699,14699,,8,19828,19828,1,13093.0,1126858Vi67784,,78.98,6.3184,1.9745,87.2729,,02c3360f-b53e-441b-8dfe-33e425a28075,2013-12-13
61624,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-025326,25326,,7,25805,25805,1,1228.0,326880Vi6228,,78.97,6.3176,1.9743,87.2619,,eae700bb-e587-4081-9d77-8973db1a7721,2013-12-13
61625,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-022553,22553,,10,23147,23147,1,8483.0,727556Vi43853,10495.0,48.97,3.9176,1.2243,54.1119,,3abab8e7-caf7-4c8f-a96a-3c9767ff9e54,2013-12-13
61626,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-012752,12752,,7,23546,23546,1,17619.0,227720Vi91450,,3.99,0.3192,0.0998,4.409,,82356360-6dcf-46cb-ad87-dbaf733e99a0,2013-12-13
61627,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-024854,24854,,8,28644,28644,1,1118.0,327917Vi5620,,23.78,1.9024,0.5945,26.2769,,e9665872-e251-40df-a9e4-67c8040e715f,2013-12-13
61628,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-012235,12235,,10,13703,13703,1,11891.0,528142Vi61451,10495.0,27.77,2.2216,0.6943,30.6859,,79bcb261-f7d4-48bf-92fa-b0c7d09f2736,2013-12-13
61629,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-028890,28890,,8,22009,22009,1,10194.0,628711Vi52598,,109.97,8.7976,2.7493,121.5169,,a8943569-0d79-40cd-8877-eb06d29ab711,2013-12-13
61630,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-012327,12327,,8,22234,22234,1,4485.0,928986Vi23490,,4.99,0.3992,0.1248,5.514,,daeab305-7b85-4aff-9954-42d2bac8bcbe,2013-12-13
61631,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-013193,13193,,4,24692,24692,1,5446.0,630025Vi28527,,71.97,5.7576,1.7993,79.5269,,3423faf1-bffc-4c56-8c48-cebb90f56ea6,2013-12-13
61632,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011385,11385,,10,13141,13141,1,18745.0,1030172Vi97445,10495.0,13.98,1.1184,0.3495,15.4479,,eed146b1-d7bb-4cc3-927d-ce259de9efd4,2013-12-13
61633,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-020544,20544,,1,13523,13523,1,6988.0,1235860Vi36339,,2457.33,196.5864,61.4333,2715.3497,,73ac857b-73da-4233-b864-59621de91c28,2013-12-13
61634,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-012440,12440,,4,25768,25768,1,4985.0,136819Vi26110,,2334.98,186.7984,58.3745,2580.1529,,5aa08202-4b2f-4750-830b-af49c3993a3a,2013-12-13
61635,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-014602,14602,,4,17017,17017,1,1987.0,636843Vi10341,,2451.44,196.1152,61.286,2708.8412,,7c523e97-2582-40de-be02-0cd3f4970389,2013-12-13
61636,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-012914,12914,,6,20458,20458,1,4801.0,636848Vi25203,10492.0,2329.98,186.3984,58.2495,2574.6279,,2695effa-39a2-4db8-bb04-5f460db84717,2013-12-13
61637,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-014412,14412,,1,29054,29054,1,1932.0,1237554Vi10066,,2319.99,185.5992,57.9998,2563.589,,4deb380b-2563-4935-9288-faad63ebb38c,2013-12-13
61638,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-012486,12486,,10,11527,11527,1,14904.0,538021Vi77218,10495.0,1293.33,103.4664,32.3333,1429.1297,,6e1d39dd-c6b4-457c-96de-f0e76567ad4c,2013-12-13
61639,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-020612,20612,,9,22500,22500,1,2958.0,538283Vi15477,10490.0,2482.23,198.5784,62.0558,2742.8642,,c1517b74-6c7d-4d72-824c-13bbe0b84b40,2013-12-13
61640,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-029175,29175,,1,24272,24272,1,2869.0,440238Vi14949,,756.33,60.5064,18.9083,835.7447,,e305154b-ed09-4c7b-abbd-9257bd6df472,2013-12-13
61641,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-026018,26018,,1,27656,27656,1,3734.0,440434Vi19695,,2469.05,197.524,61.7263,2728.3003,,f0fc719b-d7f4-4abf-b365-ebe6d92a609c,2013-12-13
61642,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-024676,24676,,1,13079,13079,1,17092.0,640444Vi88769,,2461.55,196.924,61.5388,2720.0128,,e5b65299-7c83-4345-9771-f9c7fb0fc910,2013-12-13
61643,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-024683,24683,,4,29153,29153,1,,,,2393.06,191.4448,59.8265,2644.3313,,a4ccf0d5-ae34-4c54-9248-d522996b27d4,2013-12-13
61644,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-021621,21621,,6,24643,24643,1,6994.0,740907Vi36370,10492.0,567.76,45.4208,14.194,627.3748,,1a4deb48-a965-48ab-9dd0-4b22f7a43391,2013-12-13
61645,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-018647,18647,,4,20407,20407,1,7093.0,740923Vi36786,,599.47,47.9576,14.9868,662.4144,,92c14fdc-0ce6-47ea-b071-1b3f54e6dfc1,2013-12-13
61646,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-026321,26321,,6,24049,24049,1,14049.0,840926Vi72885,10492.0,553.97,44.3176,13.8493,612.1369,,17231946-c670-4acf-9724-af7a6eb1942c,2013-12-13
61647,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-020529,20529,,1,20563,20563,1,9222.0,941342Vi47573,,1174.48,93.9584,29.362,1297.8004,,5954280b-16b1-405a-b346-049d4be522f7,2013-12-13
61648,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-020387,20387,,4,25976,25976,1,10761.0,241364Vi55548,,1194.97,95.5976,29.8743,1320.4419,,a023d445-b6a8-4530-ba6b-7fb7adfd82ce,2013-12-13
61649,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-020400,20400,,4,11895,11895,1,3219.0,741369Vi16948,,1120.49,89.6392,28.0123,1238.1415,,60866325-02aa-454f-acc5-4bec3725bb67,2013-12-13
61650,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-020434,20434,,4,15020,15020,1,884.0,741372Vi4506,,1170.48,93.6384,29.262,1293.3804,,8a2426b9-0f63-48e6-9e13-4bd5d558b7be,2013-12-13
61651,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-017143,17143,,6,15686,15686,1,15812.0,441730Vi81728,10492.0,1763.97,141.1176,44.0993,1949.1869,,da90f536-c1f4-4e00-99f3-f93458454ab8,2013-12-13
61652,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-022463,22463,,7,28544,28544,1,8529.0,642700Vi44124,,574.98,45.9984,14.3745,635.3529,,adf1a621-9fe4-4970-ad24-9ba9781b4a57,2013-12-13
61653,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-027866,27866,,9,16874,16874,1,7519.0,543092Vi38952,10490.0,2398.05,191.844,59.9513,2649.8453,,9f6df166-daab-47da-ab20-d894eaf803f3,2013-12-13
61654,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011894,11894,,9,16310,16310,1,14580.0,343093Vi75592,10490.0,2453.04,196.2432,61.326,2710.6092,,d3a5cbc2-37e6-4413-895a-6073167eed75,2013-12-13
61655,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011905,11905,,9,23603,23603,1,9542.0,543102Vi49164,10490.0,2413.06,193.0448,60.3265,2666.4313,,ffd5c161-ce6e-4dfe-99ce-a09bd5ee94f1,2013-12-13
61656,8,2013-12-06,2013-12-18,2013-12-13,5,True,,10-4030-011762,11762,,9,24010,24010,1,14147.0,1143483Vi73407,10490.0,2438.06,195.0448,60.9515,2694.0563,,5dc011c5-96a2-4cec-b2d7-0a49c7526dde,2013-12-13
61657,8,2013-12-07,2013-12-19,2013-12-14,5,True,,10-4030-019618,19618,,9,20874,20874,1,12693.0,917443Vi65647,10501.0,30.48,2.4384,0.762,33.6804,,43dc372d-d840-4273-972d-32ac60521ca5,2013-12-14
61658,8,2013-12-07,2013-12-19,2013-12-14,5,True,,10-4030-022003,22003,,9,24165,24165,1,2358.0,1117604Vi12274,10501.0,56.97,4.5576,1.4243,62.9519,,9c2f9656-3561-4930-99d0-8dc18746a7e2,2013-12-14
